Id,SalePrice
1613,172333.8485
1614,98672.73569
1615,59027.2665
1616,52975.9407
1617,63054.47817
1618,107699.12
1619,135834.527
1620,199588.275
1621,150443.9235
1622,127846.8847
1623,265111.7086
1624,215470.6955
1625,138519.2037
1626,176871.9316
1627,197307.539
1628,284921.5984
1629,215703.8689
1630,319773.531
1631,245628.7861
1632,240540.123
1633,197161.3407
1634,196338.4032
1635,183459.4011
1636,170474.3981
1637,192305.541
1638,235224.5331
1639,209472.5132
1640,282822.1798
1641,212723.5651
1642,234473.7053
1643,253548.5744
1644,249774.0269
1645,182143.5809
1646,159332.3708
1647,186893.2724
1648,153052.3062
1649,124554.7175
1650,96298.28334
1651,99156.9221
1652,110231.328
1653,109807.9324
1654,145135.963
1655,154072.2728
1656,147393.4412
1657,146052.2652
1658,141257.8583
1659,122721.6244
1660,140757.7872
1661,354024.9586
1662,350590.3721
1663,321212.9593
1664,406886.5299
1665,296174.3832
1666,285470.3665
1667,317028.8086
1668,295264.8163
1669,286567.4734
1670,304682.2309
1671,249503.3979
1672,359354.5437
1673,293410.9926
1674,262442.5888
1675,172558.2361
1676,182013.0944
1677,197108.0184
1678,391603.2314
1679,318493.3662
1680,277468.7767
1681,240039.2056
1682,278564.1432
1683,190925.8842
1684,206849.0028
1685,187400.4841
1686,175716.6386
1687,199678.7071
1688,216810.2026
1689,216709.4946
1690,207309.8183
1691,194683.7902
1692,265338.2778
1693,200051.0693
1694,187767.601
1695,199673.1639
1696,275211.8826
1697,199794.805
1698,320193.6722
1699,297466.2304
1700,246600.9617
1701,281917.0952
1702,272826.9815
1703,268378.6392
1704,271591.6872
1705,237800.7889
1706,367775.4879
1707,218085.1698
1708,216005.373
1709,279560.1845
1710,246621.2511
1711,261014.533
1712,271644.187
1713,248911.9053
1714,226810.813
1715,216853.6663
1716,204013.5145
1717,194448.5426
1718,157075.7151
1719,231760.6211
1720,254225.0156
1721,198228.3711
1722,140781.7364
1723,155239.4271
1724,237189.126
1725,240598.4402
1726,197542.3455
1727,164339.0417
1728,205836.8683
1729,173901.8083
1730,183767.1041
1731,125592.0291
1732,113780.2362
1733,114754.1404
1734,117635.8461
1735,108574.0566
1736,107355.0463
1737,302586.1979
1738,226447.6776
1739,298345.9473
1740,201215.744
1741,174178.0758
1742,162757.4563
1743,168540.7758
1744,263720.1548
1745,253567.5049
1746,284958.601
1747,246224.165
1748,238544.6548
1749,155719.7571
1750,157870.4238
1751,257278.9669
1752,115285.4443
1753,177379.4174
1754,229933.238
1755,183253.3717
1756,104600.1196
1757,103225.0881
1758,145257.4372
1759,188287.7111
1760,152907.2404
1761,153824.234
1762,184272.1224
1763,187825.5963
1764,121208.7631
1765,217158.2937
1766,182939.8394
1767,209337.306
1768,126484.251
1769,196441.7458
1770,131766.9988
1771,131389.6656
1772,143121.7074
1773,113788.8908
1774,173611.2595
1775,137379.4079
1776,142639.0648
1777,101216.1374
1778,123300.004
1779,138981.0085
1780,188705.0748
1781,129734.695
1782,60834.45549
1783,121744.1559
1784,75948.32182
1785,109177.2318
1786,112022.09
1787,171668.6368
1788,8448.529243
1789,106838.7032
1790,42065.95421
1791,218062.2578
1792,170654.285
1793,154447.7224
1794,148257.1483
1795,142075.8486
1796,156436.6937
1797,143134.1648
1798,116847.5986
1799,97419.02351
1800,130117.9647
1801,105823.8626
1802,144173.2764
1803,186659.0023
1804,123980.1764
1805,139510.2739
1806,140645.1941
1807,156453.7287
1808,128124.8331
1809,108760.2258
1810,142689.2996
1811,96405.61342
1812,111169.6482
1813,121239.9125
1814,84416.2643
1815,28124.73774
1816,92276.14403
1817,111370.8496
1818,169349.9923
1819,121727.6573
1820,52784.51443
1821,117661.5357
1822,153466.5108
1823,35431.71883
1824,150231.576
1825,137439.0602
1826,102202.785
1827,106536.4838
1828,134010.911
1829,153163.5046
1830,169262.0277
1831,199992.3587
1832,131366.2291
1833,169176.0778
1834,134062.8624
1835,131759.5124
1836,160247.5405
1837,77359.56907
1838,130208.2062
1839,66294.24095
1840,118820.3216
1841,132613.2178
1842,91757.32136
1843,126897.0251
1844,154269.5761
1845,143121.6359
1846,164524.7817
1847,204056.4537
1848,24569.6187
1849,153698.647
1850,127862.1554
1851,168728.6973
1852,119335.6156
1853,105020.6065
1854,203955.8649
1855,205613.2317
1856,235663.9624
1857,174988.7228
1858,168132.5436
1859,151788.8546
1860,149717.0568
1861,149909.8182
1862,271175.0507
1863,266314.5065
1864,266360.4259
1865,312880.4445
1866,293871.9511
1867,250992.5842
1868,275482.6069
1869,213252.6398
1870,243768.0721
1871,255328.1307
1872,185588.3718
1873,232368.8984
1874,131163.3229
1875,224530.983
1876,206057.6916
1877,219631.4096
1878,223807.9309
1879,124614.0242
1880,133216.5003
1881,244183.6119
1882,271298.6231
1883,222382.1402
1884,236495.6141
1885,259408.6885
1886,274205.7323
1887,212756.3238
1888,263199.5678
1889,182042.861
1890,111508.2264
1891,148365.593
1892,79527.96221
1893,143562.3407
1894,121991.837
1895,174987.3638
1896,123176.5628
1897,117567.6465
1898,126602.2325
1899,145092.1774
1900,141459.8465
1901,165141.3679
1902,155961.8354
1903,218963.4323
1904,132434.3443
1905,195106.9236
1906,149611.2227
1907,230228.8771
1908,126068.3417
1909,132694.8166
1910,139426.3268
1911,225326.2997
1912,292699.7662
1913,130513.5846
1914,55219.62643
1915,233153.2001
1916,52300.33398
1917,277023.0055
1918,147097.5757
1919,186466.8608
1920,198727.9296
1921,323510.0269
1922,291700.1724
1923,238837.0752
1924,220815.6586
1925,246617.9848
1926,327077.7941
1927,124698.0667
1928,166180.9444
1929,111920.5713
1930,165325.3555
1931,137394.6428
1932,151639.1993
1933,157390.9163
1934,194819.7842
1935,179557.7407
1936,196277.0939
1937,204090.929
1938,177262.8427
1939,273450.7084
1940,197122.3712
1941,200299.2153
1942,204057.2405
1943,201777.4582
1944,292809.5818
1945,321272.9692
1946,206265.2588
1947,263195.4908
1948,226810.7891
1949,245889.9021
1950,195682.1561
1951,271335.7925
1952,242748.3082
1953,172278.4519
1954,244235.2772
1955,143996.8228
1956,309173.727
1957,197811.1863
1958,293512.3444
1959,154266.4289
1960,106276.3691
1961,116848.7668
1962,110231.328
1963,110068.5835
1964,101172.4591
1965,130419.9934
1966,155228.138
1967,264611.721
1968,331125.9508
1969,326919.2219
1970,355042.2192
1971,380346.3459
1972,326787.4718
1973,269328.4512
1974,290363.5263
1975,399021.3394
1976,269515.3475
1977,324412.2505
1978,333391.8571
1979,288562.7747
1980,199503.0046
1981,280212.2116
1982,209759.1877
1983,209759.1877
1984,196839.416
1985,204980.4688
1986,215663.4808
1987,205733.7523
1988,190132.3915
1989,221146.059
1990,229659.6527
1991,193376.9703
1992,235059.7143
1993,198514.5569
1994,258430.3856
1995,216641.3546
1996,278290.5102
1997,306106.4482
1998,304973.0539
1999,243341.1121
2000,300714.2544
2001,255614.9244
2002,245051.4078
2003,270897.8653
2004,265984.2014
2005,241289.4964
2006,232517.4332
2007,268644.9051
2008,208063.7693
2009,203061.2946
2010,223742.6996
2011,165856.5044
2012,196001.8873
2013,190366.8165
2014,196856.01
2015,221709.3945
2016,198774.3378
2017,218421.5069
2018,116713.655
2019,104040.8611
2020,103066.0272
2021,102727.9735
2022,197584.0211
2023,161336.6723
2024,260994.935
2025,339263.2961
2026,187225.1749
2027,141925.4303
2028,176660.0609
2029,160902.7267
2030,249965.0478
2031,234628.8681
2032,234182.93
2033,241859.436
2034,169452.0473
2035,229067.1349
2036,206983.1848
2037,208322.3104
2038,312178.421
2039,214689.2548
2040,372917.676
2041,250981.8077
2042,228734.2072
2043,175283.4439
2044,204167.4852
2045,215596.3659
2046,156063.3063
2047,143122.1485
2048,120181.8347
2049,147441.2441
2050,204498.601
2051,124569.5114
2052,136716.6758
2053,129165.6971
2054,74351.79949
2055,165475.5592
2056,141350.9369
2057,114597.0821
2058,207422.328
2059,129740.0951
2060,160855.8059
2061,197685.8735
2062,125159.2398
2063,112437.427
2064,135897.3742
2065,132899.2367
2066,214384.3889
2067,166831.0046
2068,160278.2607
2069,101807.4036
2070,104822.7429
2071,65947.44921
2072,162920.2962
2073,134092.7124
2074,192999.1961
2075,147489.8219
2076,118449.5211
2077,133610.8685
2078,118160.9154
2079,152511.8947
2080,134999.9547
2081,133023.5958
2082,130188.0121
2083,159158.5875
2084,103044.5337
2085,125706.5296
2086,168793.1538
2087,139751.2913
2088,115199.8639
2089,84271.91973
2090,126419.9257
2091,85469.0671
2092,142834.6515
2093,149557.972
2094,136363.2798
2095,154706.4781
2096,89728.2362
2097,71601.51005
2098,155521.4882
2099,15003.50237
2100,94999.21799
2101,114262.7001
2102,156366.9205
2103,95503.89051
2104,182973.5756
2105,111596.7631
2106,61789.72721
2107,216735.1246
2108,124914.9919
2109,112722.8856
2110,121585.6433
2111,193614.3398
2112,150053.2627
2113,113115.8113
2114,118988.5378
2115,166699.3737
2116,111307.9309
2117,147051.4297
2118,148952.5795
2119,117076.9811
2120,99229.2881
2121,85044.3244
2122,90911.50761
2123,109056.9139
2124,208899.6887
2125,155795.455
2126,162602.8299
2127,153285.8849
2128,143544.96
2129,127839.8514
2130,150626.2541
2131,143357.7418
2132,131465.9595
2133,140825.8319
2134,126618.1588
2135,104977.1309
2136,57474.35093
2137,115946.126
2138,135913.6701
2139,165732.5506
2140,120121.5982
2141,153883.5526
2142,126637.0773
2143,154277.5393
2144,119117.7368
2145,114441.2279
2146,181548.9769
2147,185710.1202
2148,154481.4348
2149,132747.8647
2150,228096.2467
2151,151898.5152
2152,165477.86
2153,155332.4699
2154,99028.77808
2155,146224.4749
2156,266470.7422
2157,230681.8008
2158,251579.5469
2159,251673.913
2160,198829.5436
2161,263240.5996
2162,342209.2438
2163,298966.3124
2164,251959.3
2165,211815.7148
2166,140398.7765
2167,212774.086
2168,209844.5892
2169,215970.0871
2170,233907.9857
2171,151918.7212
2172,138573.3008
2173,192452.5976
2174,261270.7615
2175,296580.8153
2176,282467.9136
2177,260446.8822
2178,247695.4699
2179,138149.5357
2180,236268.7588
2181,219335.4607
2182,241563.3202
2183,213330.6265
2184,127631.0682
2185,138932.8241
2186,159429.0733
2187,162899.4465
2188,168265.6527
2189,387522.3637
2190,88522.8157
2191,87895.54834
2192,66427.92225
2193,104146.1349
2194,98903.77522
2195,98031.2705
2196,106813.3116
2197,94290.23266
2198,178793.1919
2199,162729.1322
2200,143654.0842
2201,143273.1748
2202,184134.9125
2203,154868.5193
2204,162930.3217
2205,127212.0476
2206,144963.6102
2207,220417.3803
2208,240226.1019
2209,215617.0607
2210,126249.5518
2211,121087.265
2212,124247.0622
2213,88794.44599
2214,159271.5502
2215,100087.9526
2216,164051.187
2217,35709.51223
2218,94717.49067
2219,73847.53227
2220,60467.3624
2221,233153.2001
2222,212194.5381
2223,289480.9723
2224,239471.3879
2225,162619.4358
2226,176380.384
2227,192207.5868
2228,258956.5516
2229,254260.0155
2230,165687.3584
2231,230093.4792
2232,201232.1234
2233,186368.5489
2234,239769.5065
2235,214963.3884
2236,266189.2176
2237,294594.5263
2238,221633.7204
2239,144975.6026
2240,151857.6622
2241,140302.7654
2242,103424.3703
2243,105656.3616
2244,72605.64566
2245,81634.62877
2246,144364.3332
2247,95151.69859
2248,116785.5859
2249,109459.4836
2250,130473.9475
2251,193662.4527
2252,198652.3986
2253,177386.0693
2254,201040.1011
2255,203041.7681
2256,204656.5771
2257,217313.0751
2258,192138.0043
2259,193913.424
2260,168905.4251
2261,186045.3844
2262,212144.8755
2263,303330.04
2264,387012.5771
2265,208401.3939
2266,254359.6268
2267,333769.1545
2268,343597.3406
2269,178828.907
2270,199123.2157
2271,229649.8537
2272,224173.3551
2273,170861.0415
2274,191365.4923
2275,179929.5545
2276,195868.5398
2277,195032.1198
2278,166092.7773
2279,111867.559
2280,109183.0254
2281,165619.8502
2282,172403.6455
2283,108963.3226
2284,110407.7339
2285,146128.13
2286,115492.7015
2287,303216.6958
2288,272593.7843
2289,321918.4399
2290,361329.0787
2291,308206.3437
2292,354948.7591
2293,367810.5831
2294,352858.4719
2295,378641.5577
2296,296623.8022
2297,280807.4236
2298,303452.0388
2299,335273.4566
2300,308402.2045
2301,265049.2191
2302,243550.9682
2303,262024.4503
2304,271456.8853
2305,182993.6028
2306,182996.0823
2307,172134.0656
2308,232264.3042
2309,250727.7966
2310,208232.975
2311,190630.4717
2312,194422.6146
2313,192454.4454
2314,207702.1599
2315,187919.8551
2316,213410.9497
2317,193250.4654
2318,188432.0021
2319,203705.3585
2320,202201.7479
2321,235425.5676
2322,207429.5521
2323,209221.3631
2324,201726.675
2325,228437.5429
2326,203863.74
2327,226589.8228
2328,230594.492
2329,202842.617
2330,200128.4838
2331,316174.7217
2332,365383.9827
2333,309362.6738
2334,270688.2954
2335,267856.884
2336,301682.1146
2337,214360.2133
2338,260135.3168
2339,248277.6642
2340,354613.1372
2341,225074.935
2342,246002.6979
2343,223070.5023
2344,253436.9469
2345,269243.1927
2346,229634.5711
2347,209924.4595
2348,249292.7313
2349,173204.7915
2350,269828.5103
2351,262225.2464
2352,281327.5814
2353,258294.3678
2354,153004.694
2355,176129.8418
2356,156378.7937
2357,220792.7227
2358,210386.8723
2359,135358.2144
2360,120604.3601
2361,130397.3436
2362,289344.5015
2363,146246.4809
2364,169262.4569
2365,209654.9511
2366,190191.9484
2367,225618.9823
2368,187858.6054
2369,226266.0265
2370,157841.9089
2371,162906.5037
2372,206826.8299
2373,266841.5785
2374,288359.0698
2375,233903.8849
2376,289309.0248
2377,337328.0525
2378,164615.8457
2379,234096.4794
2380,155818.8796
2381,177150.8217
2382,221362.8292
2383,236557.9367
2384,248377.3708
2385,154737.2222
2386,143658.6022
2387,127123.189
2388,132646.4891
2389,137665.2718
2390,157936.5253
2391,121941.4949
2392,106881.0582
2393,180883.491
2394,148080.5635
2395,194931.9363
2396,172106.7905
2397,215987.1101
2398,123086.6313
2399,38349.34235
2400,28503.29876
2401,103890.0495
2402,137110.3525
2403,159723.3295
2404,150259.8524
2405,167694.1037
2406,138248.6463
2407,112594.533
2408,130343.3061
2409,128599.8821
2410,196268.1055
2411,115729.2604
2412,152967.0477
2413,133766.8896
2414,129532.3372
2415,145512.867
2416,149111.4855
2417,132788.5747
2418,107642.1738
2419,118560.6003
2420,107045.0068
2421,149342.4892
2422,124351.9306
2423,96200.53768
2424,135463.3093
2425,263327.2648
2426,123626.7567
2427,110551.846
2428,187762.3439
2429,106820.5357
2430,134193.6111
2431,126871.0732
2432,117372.3936
2433,127742.0759
2434,132316.8159
2435,146990.633
2436,108667.7194
2437,112100.6131
2438,108905.9353
2439,114301.312
2440,142941.463
2441,104268.837
2442,98362.70809
2443,130410.9693
2444,113562.3336
2445,71122.71786
2446,123662.4241
2447,208507.0372
2448,152066.4573
2449,105153.954
2450,161496.2935
2451,112699.9378
2452,229502.9879
2453,101413.8699
2454,144975.6861
2455,117142.9396
2456,137473.9885
2457,112724.9002
2458,129683.125
2459,103052.4015
2460,154997.3488
2461,112450.4089
2462,127187.3593
2463,129400.5513
2464,183680.8801
2465,147039.8068
2466,120777.2732
2467,158770.6804
2468,90845.75176
2469,106550.3359
2470,219769.001
2471,202662.0865
2472,205721.0207
2473,106245.923
2474,95196.71202
2475,245857.0004
2476,119275.2957
2477,113647.8782
2478,177801.0726
2479,114725.6255
2480,132455.3013
2481,125520.6823
2482,121182.1079
2483,110504.0193
2484,132391.8462
2485,110313.4274
2486,152791.8577
2487,220451.7365
2488,165216.6963
2489,170748.9729
2490,136262.7506
2491,97223.562
2492,199561.6674
2493,155752.0032
2494,190123.4031
2495,131809.02
2496,252408.3138
2497,174747.4074
2498,99419.415
2499,95048.57063
2500,103633.6303
2501,132302.9518
2502,138263.7978
2503,88097.08357
2504,215960.3357
2505,238531.0173
2506,266085.7677
2507,308741.9987
2508,267397.7137
2509,240049.1953
2510,243096.0894
2511,211305.809
2512,229639.7209
2513,228286.8147
2514,298783.35
2515,148656.4994
2516,171695.4231
2517,129513.7644
2518,149527.7882
2519,236231.3986
2520,227219.367
2521,220817.5421
2522,232140.0166
2523,125925.3621
2524,131147.1343
2525,131529.5696
2526,136077.2133
2527,124639.0939
2528,122439.3606
2529,116825.3422
2530,98278.85032
2531,238964.8676
2532,239200.8305
2533,222324.1329
2534,249746.8472
2535,296935.0815
2536,252812.9816
2537,258991.3845
2538,205727.1242
2539,206417.9182
2540,189194.6912
2541,206493.5684
2542,171495.7595
2543,124325.3708
2544,123401.9279
2545,140036.7022
2546,168721.5567
2547,152124.6314
2548,180804.1334
2549,160109.0789
2550,644357.6813
2551,147135.6153
2552,118722.0097
2553,89602.66113
2554,91818.28499
2555,115116.0598
2556,83468.93787
2557,91354.78139
2558,154260.3374
2559,135856.1039
2560,136716.9976
2561,142550.6949
2562,140662.6225
2563,141444.9573
2564,178544.7478
2565,155459.0702
2566,122843.8973
2567,122195.2677
2568,212932.9205
2569,202941.9422
2570,127231.431
2571,177594.614
2572,183863.163
2573,239817.9531
2574,359192.1568
2575,138345.623
2576,123811.2807
2577,139765.1672
2578,87050.39024
2579,39564.49032
2580,123566.9374
2581,104821.3363
2582,109087.7533
2583,232920.6944
2584,188958.931
2585,184590.8761
2586,241132.7839
2587,216850.2331
2588,154312.2768
2589,161887.3119
2590,192183.7568
2591,253856.7543
2592,239155.6978
2593,257447.3858
2594,194220.0065
2595,232002.1629
2596,299085.0449
2597,197920.5251
2598,259720.8023
2599,323577.7378
2600,242068.7199
2601,157392.0608
2602,69152.96316
2603,71127.22397
2604,52473.24705
2605,71325.68359
2606,152952.6949
2607,188582.2415
2608,221444.9406
2609,153808.6414
2610,101054.0247
2611,171969.2826
2612,150269.5799
2613,123159.1463
2614,118642.3659
2615,176471.2811
2616,147487.4258
2617,204493.6657
2618,233496.1414
2619,240985.0359
2620,186830.6637
2621,200582.6235
2622,204498.6486
2623,265605.0205
2624,288239.2883
2625,321777.7252
2626,169719.0285
2627,186452.1265
2628,358537.4832
2629,402121.3055
2630,320383.5249
2631,374602.3417
2632,348218.1311
2633,262723.8274
2634,325583.6964
2635,173421.1922
2636,215147.6145
2637,188929.224
2638,264936.0657
2639,205656.7907
2640,158056.3307
2641,97770.66112
2642,178780.0312
2643,112318.7304
2644,114548.7666
2645,103543.663
2646,107321.012
2647,107888.2933
2648,131390.7981
2649,150199.1272
2650,145251.5364
2651,146759.0332
2652,346233.7971
2653,280185.4134
2654,248017.025
2655,319568.944
2656,305338.5496
2657,303933.2151
2658,289669.323
2659,292528.0571
2660,301634.3117
2661,311856.389
2662,311743.5932
2663,281866.8842
2664,247314.7869
2665,279010.2482
2666,256875.4196
2667,186512.1603
2668,208920.5742
2669,192983.7584
2670,291809.2251
2671,207475.8291
2672,188231.8974
2673,198817.4915
2674,202967.8583
2675,168889.5226
2676,215822.506
2677,215932.8938
2678,268307.3521
2679,271572.6376
2680,291377.4967
2681,347613.3585
2682,314940.6195
2683,401146.9841
2684,298878.3836
2685,335783.6246
2686,268764.1621
2687,284268.3792
2688,246136.0931
2689,233621.9072
2690,358410.8591
2691,203203.1775
2692,156431.675
2693,217524.6
2694,162125.7424
2695,221059.7038
2696,213149.333
2697,209498.8823
2698,199906.4445
2699,169935.1788
2700,155011.5824
2701,169736.5165
2702,125463.5811
2703,174324.2741
2704,154043.6745
2705,117408.6332
2706,111254.6444
2707,129879.9038
2708,125447.2971
2709,100037.5509
2710,113965.2967
2711,303334.6415
2712,334199.6431
2713,181651.2942
2714,161876.2493
2715,163774.9314
2716,153006.7444
2717,208798.6231
2718,244783.7114
2719,152142.1432
2720,194331.9678
2721,133966.3506
2722,165614.4023
2723,156286.5376
2724,110259.8906
2725,124072.7544
2726,132339.9067
2727,176517.5343
2728,189758.42
2729,140311.1339
2730,139528.0838
2731,118074.9536
2732,124804.5206
2733,163392.3531
2734,177592.0749
2735,128407.979
2736,156002.2712
2737,115792.5725
2738,152399.8022
2739,172133.708
2740,157333.3621
2741,145114.6483
2742,170282.3281
2743,147185.8978
2744,145995.3785
2745,136317.2412
2746,124637.723
2747,200883.3408
2748,131390.7504
2749,127038.9318
2750,124606.7286
2751,120096.302
2752,269030.3802
2753,171211.2188
2754,220649.6477
2755,152309.5727
2756,51929.06857
2757,60099.37525
2758,58037.10222
2759,154057.169
2760,122166.0614
2761,150864.2912
2762,154776.5255
2763,210354.4235
2764,211731.3623
2765,282412.529
2766,127785.7542
2767,77399.9691
2768,128070.8909
2769,126925.4923
2770,167144.9184
2771,103098.9408
2772,100928.4019
2773,141447.2938
2774,156170.7497
2775,111428.5946
2776,145185.6852
2777,151729.238
2778,135140.4548
2779,122976.7084
2780,127634.7041
2781,93128.71695
2782,88285.32696
2783,76245.53442
2784,106593.5373
2785,120181.7393
2786,34855.72338
2787,139297.0562
2788,52675.68827
2789,192855.7992
2790,85053.02668
2791,122202.6229
2792,54767.54904
2793,186080.8492
2794,65642.97676
2795,114794.91
2796,95143.42546
2797,261545.372
2798,111040.616
2799,106846.9286
2800,80296.75484
2801,116971.1351
2802,145257.02
2803,201937.2463
2804,188608.6106
2805,117781.4603
2806,100241.1604
2807,182772.4695
2808,136788.7735
2809,143036.2463
2810,123809.0038
2811,167971.8256
2812,153738.1887
2813,171036.8037
2814,167739.3913
2815,107773.5662
2816,261400.0082
2817,150803.5064
2818,126224.5655
2819,175158.6437
2820,133632.5169
2821,107349.5746
2822,213778.1858
2823,310693.5978
2824,174329.3762
2825,168103.6234
2826,120867.3954
2827,154700.4223
2828,254810.2856
2829,208760.8814
2830,255161.7384
2831,206354.1651
2832,239205.7419
2833,272626.9722
2834,233990.2878
2835,233549.6902
2836,214952.8742
2837,182163.4889
2838,154625.0105
2839,189160.5496
2840,213777.3752
2841,223627.8772
2842,232694.006
2843,160264.2536
2844,184649.3721
2845,107581.1982
2846,227006.2685
2847,204438.2095
2848,254083.2758
2849,225261.3544
2850,288528.3947
2851,251601.7914
2852,251518.3687
2853,232554.0781
2854,137737.3099
2855,213081.8844
2856,224863.6961
2857,214772.439
2858,209302.8545
2859,104505.8966
2860,106941.2112
2861,153351.2831
2862,220057.2252
2863,145720.9349
2864,270044.2553
2865,147135.6153
2866,197479.9037
2867,77183.25853
2868,137473.5236
2869,113816.7143
2870,150227.4752
2871,67057.58572
2872,14557.74307
2873,96735.41784
2874,142406.8928
2875,135368.0849
2876,163077.8551
2877,141499.5551
2878,165181.6964
2879,135467.6843
2880,109901.5713
2881,166820.991
2882,169865.0956
2883,179815.3043
2884,203540.4205
2885,192427.7663
2886,197588.7537
2887,113983.0112
2888,143772.6855
2889,50315.46354
2890,58171.11731
2891,162205.7915
2892,53230.38101
2893,110813.4747
2894,45751.38092
2895,245693.5883
2896,231712.1744
2897,221289.2532
2898,182659.2803
2899,240657.8541
2900,168892.765
2901,259769.9881
2902,203279.1615
2903,296950.0065
2904,303551.5308
2905,109922.6475
2906,221285.5816
2907,101012.814
2908,110424.3398
2909,172302.9375
2910,50321.62666
2911,62550.54474
2912,156452.4293
2913,68342.16118
2914,59089.32686
2915,59598.21939
2916,62212.63409
2917,148658.1445
2918,120225.5487
2919,249721.0026
